base,predictor,r,p,n,sig
male,Core4,0.16818221166924024,0.23811513393645756,51,False
male,CRT2+Core3,0.19492343838798287,0.17046515919097982,51,False
male,CRT2+Core4,0.1698861813326327,0.23332410522094005,51,False
male,CRT2+BCRT(all),0.19136834880930745,0.1785498345642813,51,False
male,NFC,-0.019051509311824408,0.8944353909685367,51,False
memory,CRT2,-0.29259072756227616,0.037200982034966135,51,True
memory,Core3,-0.09510863404778191,0.5067668238585856,51,False
memory,Core4,-0.03729614326855265,0.7949910274246927,51,False
memory,CRT2+Core3,-0.23063309981053087,0.10347141365551638,51,False
memory,CRT2+Core4,-0.18749940937628978,0.1876583790918942,51,False
memory,CRT2+BCRT(all),-0.15267707451803444,0.28480488125885883,51,False
memory,NFC,-0.15222020836505915,0.28626578019628357,51,False
mental,CRT2,0.09233515111561885,0.5192925024519996,51,False
mental,Core3,0.02021874347703374,0.8880078657656021,51,False
mental,Core4,-0.006780059879213648,0.9623383250439095,51,False
mental,CRT2+Core3,0.0672963234668442,0.6389195620264716,51,False
mental,CRT2+Core4,0.04819222842240968,0.7370032856302724,51,False
mental,CRT2+BCRT(all),-0.019686203905043134,0.8909395035930554,51,False
mental,NFC,-0.10240353776878515,0.47457155242751803,51,False
money,CRT2,0.018058662408259103,0.899907938135867,51,False
money,Core3,0.03615039569906847,0.8011589282696581,51,False
money,Core4,-0.014203859045201257,0.9211969791102714,51,False
money,CRT2+Core3,0.031194489596843015,0.8279720459210127,51,False
money,CRT2+Core4,0.0018037876522337347,0.9899770212872891,51,False
money,CRT2+BCRT(all),-0.00874684375401987,0.9514249097137022,51,False
money,NFC,-0.08031989010184677,0.5752850113033019,51,False
moral,CRT2,-0.0024338163052578994,0.9864764686462903,51,False
moral,Core3,-0.13425763587939424,0.34758519533321297,51,False
moral,Core4,-0.1383765842127899,0.33285622468763143,51,False
moral,CRT2+Core3,-0.0766723565100365,0.5928130692256419,51,False
moral,CRT2+Core4,-0.08327179855778703,0.5612760034735143,51,False
moral,CRT2+BCRT(all),-0.08555213162742042,0.5505648471455291,51,False
moral,NFC,-0.05494754775921752,0.701745439236654,51,False
motion,CRT2,-0.001081100843116579,0.9939926256351568,51,False
motion,Core3,0.10401871344464,0.4675934245043427,51,False
motion,Core4,0.04500997844112533,0.7538052885024249,51,False
motion,CRT2+Core3,0.05760500988582783,0.6880394386330733,51,False
motion,CRT2+Core4,0.026027128851984143,0.8561371649973402,51,False
motion,CRT2+BCRT(all),0.032946267975988604,0.8184704435313606,51,False
motion,NFC,0.020822313708200844,0.8846869991123512,51,False
need,CRT2,-0.030022355609601148,0.834343410354718,51,False
need,Core3,-0.1701985512901894,0.23245305485038226,51,False
need,Core4,-0.1910285069032135,0.17933690351612985,51,False
need,CRT2+Core3,-0.11352635722358276,0.4276552245859566,51,False
need,CRT2+Core4,-0.1300310560174069,0.36310967244860803,51,False
need,CRT2+BCRT(all),-0.0973339542174632,0.4968292478080283,51,False
need,NFC,0.14618303812368358,0.30603067134312534,51,False
negate,CRT2,0.09156331501664015,0.5228056209781382,51,False
negate,Core3,-0.05116665443421488,0.721407792578749,51,False
negate,Core4,-0.13464692616221718,0.3461761941544843,51,False
negate,CRT2+Core3,0.026845851034567946,0.8516618543875367,51,False
negate,CRT2+Core4,-0.027919919499989062,0.8457978000485018,51,False
negate,CRT2+BCRT(all),-0.04423175618666612,0.7579318201245286,51,False
negate,NFC,0.08971413872769768,0.5312702344834741,51,False
netspeak,CRT2,0.07611639756357896,0.5955053957457617,51,False
netspeak,Core3,0.13261588666002838,0.3535661624442885,51,False
netspeak,Core4,0.14044753740850865,0.3256005143645695,51,False
netspeak,CRT2+Core3,0.12041787655395099,0.39995293495730255,51,False
netspeak,CRT2+Core4,0.1261564650401212,0.37770444014124527,51,False
netspeak,CRT2+BCRT(all),0.11358929523597536,0.4273974320566398,51,False
netspeak,NFC,0.018941665568777452,0.8950406121261891,51,False
nonflu,CRT2,-0.01855430791467881,0.8971753600723673,51,False
nonflu,Core3,-0.035967259452252195,0.802145930147482,51,False
nonflu,Core4,0.006400468819969062,0.9644454730934773,51,False
nonflu,CRT2+Core3,-0.03139236730492514,0.8268975123960982,51,False
nonflu,CRT2+Core4,-0.006702317798368374,0.9627698588444276,51,False
nonflu,CRT2+BCRT(all),-0.03992665813508991,0.780877649221349,51,False
nonflu,NFC,-0.06506267839636523,0.6501148663402767,51,False
number,CRT2,0.040014575680348156,0.7804071277085416,51,False
number,Core3,0.17382337440301512,0.22250849204392353,51,False
number,Core4,0.206894916580597,0.14519652389775062,51,False
number,CRT2+Core3,0.12161370634242548,0.3952548344692173,51,False
number,CRT2+Core4,0.14507076150681394,0.3097654796150118,51,False
number,CRT2+BCRT(all),0.16131579655524886,0.2581009907857654,51,False
number,NFC,-0.2635367549934002,0.06168503873569686,51,False
polite,CRT2,-0.29138909380393285,0.038023442898894144,51,True
polite,Core3,-0.16084875605759955,0.259500135492023,51,False
polite,Core4,-0.16775839809287327,0.2393171413076307,51,False
polite,CRT2+Core3,-0.26672539991440314,0.058489324000603915,51,False
polite,CRT2+Core4,-0.2640318227166276,0.06117988753411452,51,False
polite,CRT2+BCRT(all),-0.1935756604354989,0.17349827963421172,51,False
polite,NFC,-0.06459868003658979,0.6524502202682885,51,False
politic,CRT2,0.12393357087876601,0.3862334153263882,51,False
politic,Core3,0.02096583179748043,0.8838976436820336,51,False
politic,Core4,0.0285244273209502,0.8425010051632078,51,False
politic,CRT2+Core3,0.0868691575554145,0.5444232784762497,51,False
politic,CRT2+Core4,0.08695183558858381,0.544038837006092,51,False
politic,CRT2+BCRT(all),0.16799881987308402,0.23863475632089348,51,False
politic,NFC,-0.09851828371335208,0.4915817517337233,51,False
power,CRT2,-0.04522900292825141,0.7526451307824669,51,False
power,Core3,0.043023773155185026,0.764350384329499,51,False
power,Core4,0.019555754957546613,0.8916578487557953,51,False
power,CRT2+Core3,-0.0033196109469887333,0.9815552757369277,51,False
power,CRT2+Core4,-0.013998058544820008,0.9223352335186226,51,False
power,CRT2+BCRT(all),-0.06459908682734923,0.6524481713956223,51,False
power,NFC,0.07646534241552473,0.5938149386251603,51,False
prep,CRT2,-0.07006172724703602,0.6251689314147599,51,False
prep,Core3,-0.03631094038278808,0.8002939351398708,51,False
prep,Core4,-0.09132230472186088,0.5239050305034638,51,False
prep,CRT2+Core3,-0.06280773240277718,0.6614950880676287,51,False
prep,CRT2+Core4,-0.09365933877162318,0.5132929146206009,51,False
prep,CRT2+BCRT(all),-0.08858451593840717,0.5364740102090713,51,False
prep,NFC,-0.3177689919189924,0.023067479026172233,51,True
prosocial,CRT2,-0.06109887252281303,0.6701702783241461,51,False
prosocial,Core3,0.03748611425213363,0.7939695450814968,51,False
prosocial,Core4,0.005766000317854686,0.9679680015257286,51,False
prosocial,CRT2+Core3,-0.01604125511114226,0.9110417873093855,51,False
prosocial,CRT2+Core4,-0.0311318656641884,0.8283121771986095,51,False
prosocial,CRT2+BCRT(all),-0.112575828141199,0.4315592225272653,51,False
prosocial,NFC,0.08784403407486689,0.5398985794953162,51,False
quantity,CRT2,0.08551076711263157,0.5507582724253368,51,False
quantity,Core3,0.18394379650771644,0.19631804967719746,51,False
quantity,Core4,0.2587359417355823,0.06675908737270042,51,False
quantity,CRT2+Core3,0.1548610763489708,0.277888820187572,51,False
quantity,CRT2+Core4,0.20147481722291358,0.15626863936043134,51,False
quantity,CRT2+BCRT(all),0.20086647742129143,0.1575490493101115,51,False
quantity,NFC,-0.1218687197021343,0.3942571525348937,51,False
relig,CRT2,-0.13408476201364314,0.348212028419725,51,False
relig,Core3,-0.05860528507952445,0.6829057960144644,51,False
relig,Core4,-0.06897304947150072,0.6305675127909418,51,False
relig,CRT2+Core3,-0.11410429389453222,0.42529130839760976,51,False
relig,CRT2+Core4,-0.11662997246940719,0.4150477734040847,51,False
relig,CRT2+BCRT(all),-0.1447684703742973,0.3107855343081989,51,False
relig,NFC,-0.07199907291081531,0.6156101031422581,51,False
reward,CRT2,0.17660734477064552,0.21507396199808237,51,False
reward,Core3,0.10427687623038734,0.4664832017497136,51,False
reward,Core4,0.06276408390750036,0.6617161326008976,51,False
reward,CRT2+Core3,0.16546114525899416,0.2459046606206845,51,False
reward,CRT2+Core4,0.1369969256316762,0.33774563194079965,51,False
reward,CRT2+BCRT(all),0.09238502115137817,0.5190659189652163,51,False
reward,NFC,0.0045005093479256195,0.9749956693323749,51,False
risk,CRT2,-0.04135096642387219,0.7732646510619356,51,False
risk,Core3,-0.0005938869076921367,0.9966999158177672,51,False
risk,Core4,0.05835906416001252,0.6841681513348252,51,False
risk,CRT2+Core3,-0.025398845124216418,0.8595745485809942,51,False
risk,CRT2+Core4,0.011159582629520468,0.9380492027647893,51,False
risk,CRT2+BCRT(all),-0.027220827819675747,0.8496136867265598,51,False
risk,NFC,-0.15984405882317707,0.26252719830046156,51,False
sexual,CRT2,-0.002578553115646983,0.9856723181325011,51,False
sexual,Core3,0.08372183582789212,0.5591543774235104,51,False
sexual,Core4,0.05665643349444693,0.6929206581797416,51,False
sexual,CRT2+Core3,0.045329103053992334,0.7521150872971714,51,False
sexual,CRT2+Core4,0.03207324242908694,0.8232025730377754,51,False
sexual,CRT2+BCRT(all),-0.015238786355189184,0.9154753543448793,51,False
sexual,NFC,0.14009927905750696,0.32681363466575286,51,False
shehe,CRT2,0.018928401510922316,0.8951136989407051,51,False
shehe,Core3,0.1732095135408166,0.22417149248924018,51,False
shehe,Core4,0.11880838701100173,0.40632728681616714,51,False
shehe,CRT2+Core3,0.10848782647597936,0.4485757357462026,51,False
shehe,CRT2+Core4,0.08101649127180609,0.5719647231471221,51,False
shehe,CRT2+BCRT(all),0.10557694472341403,0.46091389451067943,51,False
shehe,NFC,-0.1662981888510027,0.24349026763509407,51,False
socbehav,CRT2,0.05438807869808758,0.7046431266695707,51,False
socbehav,Core3,0.07477829578227406,0.6020074309889842,51,False
socbehav,Core4,0.032026105832660606,0.8234582502157306,51,False
socbehav,CRT2+Core3,0.07485201920510413,0.6016483918427031,51,False
socbehav,CRT2+Core4,0.04970428065437901,0.7290617316074819,51,False
socbehav,CRT2+BCRT(all),0.0019871538911943186,0.9889581832566532,51,False
socbehav,NFC,0.02577474155202258,0.8575176792242034,51,False
socrefs,CRT2,0.03279195729533532,0.819306404915841,51,False
socrefs,Core3,0.08589368139108304,0.5489689602047849,51,False
socrefs,Core4,0.027641569442558495,0.8473167170977063,51,False
socrefs,CRT2+Core3,0.0679865099505675,0.6354761763398398,51,False
socrefs,CRT2+Core4,0.03489925154870931,0.8079079436878822,51,False
socrefs,CRT2+BCRT(all),0.05975086016600891,0.6770438641165026,51,False
socrefs,NFC,-0.013530890199754383,0.9249196463350802,51,False
space,CRT2,0.1559613778789007,0.2744468377046634,51,False
space,Core3,0.16425491318450453,0.2494124733216907,51,False
space,Core4,0.11784932726187762,0.4101533977609324,51,False
space,CRT2+Core3,0.18653932574447882,0.18996924716711305,51,False
space,CRT2+Core4,0.15792524616453846,0.2683738354418499,51,False
space,CRT2+BCRT(all),0.22151500718523384,0.1182424541994771,51,False
space,NFC,-0.1540508463026814,0.280441524611325,51,False
substances,CRT2,,,51,False
substances,Core3,,,51,False
substances,Core4,,,51,False
substances,CRT2+Core3,,,51,False
substances,CRT2+Core4,,,51,False
substances,CRT2+BCRT(all),,,51,False
substances,NFC,,,51,False
swear,CRT2,-0.08878259726203472,0.5355597255780205,51,False
swear,Core3,0.11617014660969198,0.4169021191760627,51,False
swear,Core4,0.09804071357436517,0.4936942813471117,51,False
swear,CRT2+Core3,0.011247896293481016,0.9375599095451976,51,False
swear,CRT2+Core4,0.007827349680069212,0.956526079270446,51,False
swear,CRT2+BCRT(all),-0.04731400578991268,0.7416284455314703,51,False
swear,NFC,0.05163381044660483,0.7189683832137317,51,False
tech,CRT2,0.3578908355451146,0.009922515197320125,51,True
tech,Core3,0.23828325076802187,0.09221131295242935,51,False
tech,Core4,0.26679873572865487,0.058417424149194375,51,False
tech,CRT2+Core3,0.350408227317929,0.011706698480509425,51,True
tech,CRT2+Core4,0.3602461824056066,0.009411830836408397,51,True
tech,CRT2+BCRT(all),0.3038396479746561,0.03019007642324345,51,True
tech,NFC,-0.009053033597810305,0.9497266475378827,51,False
tentat,CRT2,0.061688632984708974,0.6671714119630532,51,False
tentat,Core3,-0.05070925420756418,0.7237989227662038,51,False
tentat,Core4,-0.05398567698111271,0.7067298808264364,51,False
tentat,CRT2+Core3,0.008992543679878692,0.9500621336557638,51,False
tentat,CRT2+Core4,0.002927336811697222,0.9837345527583965,51,False
tentat,CRT2+BCRT(all),0.00912759267867609,0.9493131436291509,51,False
tentat,NFC,0.26258283267630356,0.06266782083972622,51,False
they,CRT2,-0.19802990767158246,0.16362115198206562,51,False
they,Core3,-0.01566586568167731,0.9131154540233086,51,False
they,Core4,-0.016036498087128773,0.9110680616632867,51,False
they,CRT2+Core3,-0.12881654003464924,0.3676472384574119,51,False
they,CRT2+Core4,-0.12145401377131884,0.3958803476370507,51,False
they,CRT2+BCRT(all),-0.1552382066220795,0.2767058815555159,51,False
they,NFC,0.05811249883577215,0.6854331299252969,51,False
time,CRT2,-0.05411293020727724,0.7060697457810081,51,False
time,Core3,-0.1932375302046448,0.1742653220819188,51,False
time,Core4,-0.08059357907518694,0.5739794444337609,51,False
time,CRT2+Core3,-0.1410336454614258,0.3235652860625682,51,False
time,CRT2+Core4,-0.07829252363248246,0.5849981507737279,51,False
time,CRT2+BCRT(all),-0.12582835913419332,0.3789562177039931,51,False
time,NFC,0.19563404983706317,0.16888154367885688,51,False
tone_neg,CRT2,-0.1530743614533133,0.28353847544962285,51,False
tone_neg,Core3,-0.20665244690321505,0.1456790481749688,51,False
tone_neg,Core4,-0.1681115880415156,0.23831514722286729,51,False
tone_neg,CRT2+Core3,-0.20853591189196377,0.14196201057347313,51,False
tone_neg,CRT2+Core4,-0.18603980909294007,0.19117955699773437,51,False
tone_neg,CRT2+BCRT(all),-0.22722880144426416,0.10881033183527955,51,False
tone_neg,NFC,-0.08586901045157949,0.5490841606986305,51,False
tone_pos,CRT2,0.08267538104533252,0.56409351570606,51,False
tone_pos,Core3,-0.0007434200645445897,0.9958690031368631,51,False
tone_pos,Core4,0.009738357471640115,0.9459263559435551,51,False
tone_pos,CRT2+Core3,0.049699943127109125,0.7290844732490034,51,False
tone_pos,CRT2+Core4,0.052506877332177106,0.7144168228324981,51,False
tone_pos,CRT2+BCRT(all),0.04900817853134552,0.732714336717724,51,False
tone_pos,NFC,0.154179987730272,0.2800336221496851,51,False
verb,CRT2,0.14106182935335831,0.32346762190177225,51,False
verb,Core3,0.14812067268455822,0.29959385798933713,51,False
verb,Core4,0.12356229151787992,0.3876689885042679,51,False
verb,CRT2+Core3,0.16847078115763156,0.23729906931247546,51,False
verb,CRT2+Core4,0.15288238613108343,0.2841499605673601,51,False
verb,CRT2+BCRT(all),0.1466386914793805,0.3045090640635142,51,False
verb,NFC,0.1230304155471552,0.38973099993853966,51,False
visual,CRT2,0.1351489899216052,0.3443642330534793,51,False
visual,Core3,0.1784240850899922,0.2103169614412601,51,False
visual,Core4,0.2735435226715079,0.05210270808492834,51,False
visual,CRT2+Core3,0.18185931182243542,0.20152476098057082,51,False
visual,CRT2+Core4,0.23830311955353617,0.09218336436241992,51,False
visual,CRT2+BCRT(all),0.1873206316690114,0.18808715649786012,51,False
visual,NFC,0.20613824705338152,0.14670626076444004,51,False
want,CRT2,0.1727118954467502,0.22552588486399427,51,False
want,Core3,0.2888643552036431,0.03980036180597124,51,True
want,Core4,0.27063215985135336,0.054756988435636256,51,False
want,CRT2+Core3,0.2664863046087861,0.058724232380240604,51,False
want,CRT2+Core4,0.2578175751364611,0.06776663299227148,51,False
want,CRT2+BCRT(all),0.224556620002734,0.11314701363621138,51,False
want,NFC,-0.16146774819501422,0.2576468738835582,51,False
we,CRT2,0.12065002842716535,0.3990383354773144,51,False
we,Core3,0.011122680740812818,0.938253660795771,51,False
we,Core4,-0.00935434948513975,0.9480556344087763,51,False
we,CRT2+Core3,0.07936563420323912,0.5798476609327408,51,False
we,CRT2+Core4,0.06267748059004927,0.6621547933511076,51,False
we,CRT2+BCRT(all),0.07773067900763111,0.5877029649955055,51,False
we,NFC,0.1651306234604357,0.24686249106088365,51,False
wellness,CRT2,-0.0906814535060521,0.5268339594403106,51,False
wellness,Core3,-0.12616289321831797,0.37767994027897256,51,False
wellness,Core4,-0.13304064930143328,0.35201272162037145,51,False
wellness,CRT2+Core3,-0.12563266259505065,0.3797040082114349,51,False
wellness,CRT2+Core4,-0.13000768892197814,0.36319665272116186,51,False
wellness,CRT2+BCRT(all),-0.14834696124860602,0.2988478780371011,51,False
wellness,NFC,0.05362553817536122,0.7085992834875412,51,False
work,CRT2,0.11727604941785603,0.4124503279715257,51,False
work,Core3,0.01995347768616114,0.8894679745921894,51,False
work,Core4,0.06726341350606585,0.6390839412910496,51,False
work,CRT2+Core3,0.08226647338985589,0.5660290255113698,51,False
work,CRT2+Core4,0.10611476431333308,0.45862052943485,51,False
work,CRT2+BCRT(all),0.09520592917606917,0.5063302286717652,51,False
work,NFC,0.2798079769426577,0.0467444356859299,51,True
you,CRT2,0.14112176087958758,0.32326000621928763,51,False
you,Core3,0.1087750700731779,0.4473681483250673,51,False
you,Core4,0.1037442159323469,0.4687754491518388,51,False
you,CRT2+Core3,0.1464698381264925,0.3050723637773556,51,False
you,CRT2+Core4,0.14118728984075396,0.32303309617052767,51,False
you,CRT2+BCRT(all),0.1020231871483471,0.4762228241418649,51,False
you,NFC,0.10185363834483338,0.47695989306319886,51,False
