dataset,family,base,set,predictor,beta,se,ci_lo,ci_hi,p_raw,model,n,z,p_adj,sig_adj
full,CognitiveComplexity,insight,bcrt_core4,bcrt_core4_total,0.003270864677740675,0.016564024347157678,-0.029194623042688377,0.035736352398169725,0.8434613245645798,binomial_cluster,477,0.19746799504686446,0.9874456084282972,False
full,CognitiveComplexity,insight,crt2_plus_core3,crt2_plus_core3_total,-0.006047685808724744,0.014287776311189975,-0.034051727378657096,0.021956355761207608,0.6720932387045065,binomial_cluster,477,-0.4232769100667041,0.9711559441783733,False
full,CognitiveComplexity,insight,crt2_plus_core4,crt2_plus_core4_total,-0.0064782096506111695,0.012115540653445086,-0.030224669331363536,0.0172682500301412,0.5928556053721294,binomial_cluster,477,-0.534702481376188,0.9569084028736204,False
full,CognitiveComplexity,cause,crt2_total,crt2_total,-0.024065513260156924,0.029232062167336686,-0.08136035510813683,0.03322932858782297,0.4103615990985551,binomial_cluster,477,-0.82325746033228,0.49243391891826604,False
full,CognitiveComplexity,cause,bcrt_core3,bcrt_core3_total,0.017061580376096622,0.03070496030712593,-0.04312014182587019,0.07724330257806344,0.5784419225136936,binomial_cluster,477,0.555662023511459,0.9618309026846242,False
full,CognitiveComplexity,cause,bcrt_core4,bcrt_core4_total,-0.0003939443610296652,0.025035793351524328,-0.049464099330017344,0.048676210607958015,0.9874456084282972,binomial_cluster,477,-0.015735245753882993,0.9874456084282972,False
full,CognitiveComplexity,cause,crt2_plus_core3,crt2_plus_core3_total,-0.0034359781443268375,0.019330632417481602,-0.04132401768259077,0.034452061393937104,0.858921013100157,binomial_cluster,477,-0.17774783929053042,0.9711559441783733,False
full,CognitiveComplexity,cause,crt2_plus_core4,crt2_plus_core4_total,-0.008038083820469333,0.016874274369948476,-0.041111661585568345,0.02503549394462968,0.6338240692479775,binomial_cluster,477,-0.47635137631662655,0.9569084028736204,False
full,CognitiveComplexity,discrep,crt2_total,crt2_total,0.04633473097366083,0.03215126090361224,-0.01668174039741916,0.10935120234474083,0.14954282595628257,binomial_cluster,477,1.4411481749524497,0.49243391891826604,False
full,CognitiveComplexity,discrep,bcrt_core3,bcrt_core3_total,-0.06637739580597458,0.028407824581407913,-0.1220567319855341,-0.010698059626415075,0.01946059176810722,binomial_cluster,477,-2.3365884851815313,0.11676355060864332,False
full,CognitiveComplexity,discrep,bcrt_core4,bcrt_core4_total,-0.07224124821639474,0.02394857634483619,-0.11918045785227367,-0.025302038580515815,0.0025569826908598695,binomial_cluster,477,-3.0165153525700688,0.015341896145159217,True
full,CognitiveComplexity,discrep,crt2_plus_core3,crt2_plus_core3_total,-0.006880126442998971,0.019066036084289136,-0.04424955716820568,0.030489304282207738,0.7182058062693017,binomial_cluster,477,-0.36085772693299145,0.9711559441783733,False
full,CognitiveComplexity,discrep,crt2_plus_core4,crt2_plus_core4_total,-0.017343078753741827,0.017310772379204784,-0.05127219261698321,0.01658603510949955,0.3164081908279741,binomial_cluster,477,-1.0018662584100437,0.9569084028736204,False
full,CognitiveComplexity,tentat,crt2_total,crt2_total,0.021973312804502855,0.026309349959585705,-0.02959301311628513,0.07353963872529085,0.40361059343424877,binomial_cluster,477,0.8351902589101016,0.49243391891826604,False
full,CognitiveComplexity,tentat,bcrt_core3,bcrt_core3_total,-0.0013839581048403875,0.028919139759803182,-0.05806547203405463,0.055297555824373845,0.9618309026846241,binomial_cluster,477,-0.047856129758190515,0.9618309026846242,False
full,CognitiveComplexity,tentat,bcrt_core4,bcrt_core4_total,0.0006459722814539946,0.024022764190459556,-0.046438645531846734,0.04773059009475472,0.9785474644198522,binomial_cluster,477,0.02689000634283948,0.9874456084282972,False
full,CognitiveComplexity,tentat,crt2_plus_core3,crt2_plus_core3_total,0.008485056834330984,0.017275978022895697,-0.02537586009054458,0.04234597375920655,0.6233219879271515,binomial_cluster,477,0.4911476978661246,0.9711559441783733,False
full,CognitiveComplexity,tentat,crt2_plus_core4,crt2_plus_core4_total,0.007354740114584291,0.015629014533423784,-0.023278128370926326,0.03798760860009491,0.6379389352490803,binomial_cluster,477,0.47058246051634567,0.9569084028736204,False
