dataset,family,base,set,predictor,beta,se,ci_lo,ci_hi,p_raw,model,n,z,p_adj,sig_adj
full,FunctionAnalytic,auxverb,bcrt_core4,bcrt_core4_total,-0.03046773055550491,0.01032713539866867,-0.050708915936895506,-0.010226545174114317,0.0031750700536285676,binomial_cluster,477,-2.9502596198586377,0.011112745187699986,True
full,FunctionAnalytic,auxverb,crt2_plus_core3,crt2_plus_core3_total,-0.008174461959449451,0.008184570694874858,-0.024216220521404173,0.00786729660250527,0.31790859141793404,binomial_cluster,477,-0.998764903401502,0.5563400349813845,False
full,FunctionAnalytic,auxverb,crt2_plus_core4,crt2_plus_core4_total,-0.011795374577320349,0.007379859818380972,-0.026259899821347056,0.002669150666706357,0.10997186802495997,binomial_cluster,477,-1.5983195978793094,0.25660102539157326,False
full,FunctionAnalytic,conj,crt2_total,crt2_total,0.0181179521056813,0.014494699936381784,-0.010291659769626996,0.046527563980989596,0.21131020338648365,binomial_cluster,477,1.2499708296965246,0.6907138211084941,False
full,FunctionAnalytic,conj,bcrt_core3,bcrt_core3_total,0.004905069033165251,0.0147189854545375,-0.02394414245772825,0.03375428052405875,0.7389472639884689,binomial_cluster,477,0.33324776685971513,0.8050062063992598,False
full,FunctionAnalytic,conj,bcrt_core4,bcrt_core4_total,-0.0019016377034415262,0.011767638141693853,-0.024966208461161477,0.021162933054278427,0.871621701907011,binomial_cluster,477,-0.1615989275455237,0.9756210003275169,False
full,FunctionAnalytic,conj,crt2_plus_core3,crt2_plus_core3_total,0.009331373512515563,0.00868687932028015,-0.007694909955233529,0.026357656980264654,0.2827367794792651,binomial_cluster,477,1.0741916824757536,0.5563400349813845,False
full,FunctionAnalytic,conj,crt2_plus_core4,crt2_plus_core4_total,0.0049830774711135594,0.007555974645200633,-0.009826632833479683,0.0197927877757068,0.5095822060372821,binomial_cluster,477,0.6594883790774345,0.7364387417038138,False
full,FunctionAnalytic,adj,crt2_total,crt2_total,-0.011484945586337524,0.016767239735038752,-0.04434873546701348,0.02137884429433843,0.4933670150774958,binomial_cluster,477,-0.6849634029110505,0.6907138211084941,False
full,FunctionAnalytic,adj,bcrt_core3,bcrt_core3_total,0.04744246082606943,0.014983465726173517,0.018074868002769334,0.07681005364936952,0.0015438037605356371,binomial_cluster,477,3.166320909534012,0.01080662632374946,True
full,FunctionAnalytic,adj,bcrt_core4,bcrt_core4_total,0.04295054625600981,0.01151258660939423,0.02038587650159712,0.0655152160104225,0.00019091298054291247,binomial_cluster,477,3.7307468524025973,0.0013363908638003874,True
full,FunctionAnalytic,adj,crt2_plus_core3,crt2_plus_core3_total,0.01346497140237975,0.009437880613450755,-0.00503327459998373,0.03196321740474323,0.15366800101603234,binomial_cluster,477,1.4266943982306401,0.5563400349813845,False
full,FunctionAnalytic,adj,crt2_plus_core4,crt2_plus_core4_total,0.015558329898981989,0.008053325845062544,-0.00022618875734059865,0.03134284855530457,0.05337016822066696,binomial_cluster,477,1.9319136215655208,0.25660102539157326,False
full,CognitiveComplexity,insight,crt2_total,crt2_total,-0.024299109859240192,0.021183418919567574,-0.06581861094159264,0.017220391223112252,0.25134790176964916,binomial_cluster,477,-1.1470815901579792,0.49243391891826604,False
full,CognitiveComplexity,insight,bcrt_core3,bcrt_core3_total,0.010539586477134787,0.021623832714824667,-0.03184312564392156,0.052922298598191135,0.6259706204939512,binomial_cluster,477,0.48740603093498563,0.9618309026846242,False
