dataset,family,outcome,set,predictor,beta,se,ci_lo,ci_hi,beta_std,p_raw,r2,n,p_adj,sig_raw,sig_adj
full,FunctionAnalytic,prep_Q2,crt2_plus_core3,seen_count,-0.030870797841172748,0.05769110458171767,-0.14394536282133938,0.08220376713899388,-0.03489948127658215,0.5925772607779061,0.01199499978575902,240,0.8488155521161935,False,False
full,FunctionAnalytic,prep_Q2,crt2_plus_core4,crt2_plus_core4_total,0.14684944134687722,0.10959896346201706,-0.0679645270386762,0.3616634097324306,0.08311915919982467,0.1802844141379012,0.0070661838906060925,240,0.5925517093967544,False,False
full,FunctionAnalytic,prep_Q2,crt2_plus_core4,seen_count,-0.02956711150237154,0.05802235690425345,-0.1432909310347083,0.08415670802996521,-0.0334256619990367,0.6103447859573694,0.0070661838906060925,240,0.8759521919723885,False,False
full,CognitiveComplexity,cause_Q1,crt2_total,crt2_total,-0.11156217768200484,0.08962725179468047,-0.28723159119957853,0.06410723583556886,-0.07811900146151816,0.21322917430173416,0.0360579592686332,237,0.511750018324162,False,False
full,CognitiveComplexity,cause_Q1,crt2_total,seen_count,0.07428571754610129,0.026869321257365717,0.021621847881664484,0.1269495872105381,0.1762976926625964,0.005697448522864045,0.0360579592686332,237,0.03591097839862596,True,True
full,CognitiveComplexity,cause_Q1,bcrt_core3,bcrt_core3_total,-0.03946540905529589,0.09422201544294136,-0.22414055932346094,0.14520974121286917,-0.026777176726989288,0.675321743344218,0.03062551746684261,237,0.9014685338032061,False,False
full,CognitiveComplexity,cause_Q1,bcrt_core3,seen_count,0.0757721681123869,0.02850772506946525,0.019897026976235015,0.1316473092485388,0.1798253937301742,0.007861706267882419,0.03062551746684261,237,0.09434047521458902,True,False
full,CognitiveComplexity,cause_Q1,bcrt_core4,bcrt_core4_total,-0.09630264211390442,0.07893437809418283,-0.25101402317850274,0.058408738950693914,-0.07719096811239022,0.22245190425141115,0.0354894405250592,237,0.5279763661705759,False,False
full,CognitiveComplexity,cause_Q1,bcrt_core4,seen_count,0.08140311721963639,0.02843997265362277,0.02566077081853576,0.137145463620737,0.1931889765008799,0.004206073742819601,0.0354894405250592,237,0.05047288491383521,True,False
full,CognitiveComplexity,cause_Q1,crt2_plus_core3,crt2_plus_core3_total,-0.0646581684890755,0.05760360682355471,-0.17756123786324274,0.04824490088509173,-0.06942393034706527,0.2616637779416081,0.03459527144461594,237,0.7849913338248243,False,False
