Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
R_9D0H2cidGGIgHTk.txt,1,185,20.21,10.97,99,9.74,15.42,23.24,95.14,72.43,55.14,12.97,11.35,7.57,0.54,1.08,0,2.16,1.62,13.51,7.03,1.08,9.19,9.73,8.65,12.43,0,18.38,9.19,3.24,3.24,2.7,0.54,0,40,0.54,21.62,5.41,3.78,3.24,5.41,0.54,5.41,0,5.41,2.16,3.24,2.16,0,2.16,1.08,0.54,0,0,14.05,9.19,0.54,0,0.54,0,5.95,4.86,0,0.54,0,0,1.08,0,0,1.08,4.32,1.08,0,2.16,1.08,0,3.78,0.54,0,0,0,0,0,3.24,0,0,0.54,0,0,1.08,0,0,0.54,0,5.95,6.49,1.08,1.62,2.16,1.08,0,0.54,12.97,6.49,5.41,1.62,0,0,0,0,0,22.7,5.95,8.65,0.54,0,4.86,2.7,0
R_9PBO2RW2Uhn7yYb.txt,1,82,19.19,1.87,94.28,58.42,13.67,21.95,87.8,64.63,51.22,10.98,10.98,9.76,0,0,0,1.22,0,13.41,6.1,1.22,6.1,10.98,8.54,8.54,1.22,18.29,7.32,2.44,4.88,1.22,1.22,2.44,32.93,0,19.51,6.1,0,0,9.76,1.22,4.88,0,4.88,3.66,1.22,1.22,1.22,0,0,0,0,0,12.2,8.54,1.22,1.22,0,0,7.32,3.66,0,0,0,0,2.44,0,0,2.44,7.32,1.22,0,6.1,0,0,1.22,0,0,0,0,0,0,1.22,0,0,0,0,0,0,0,0,2.44,0,8.54,9.76,4.88,0,2.44,2.44,0,0,3.66,2.44,2.44,7.32,0,0,0,0,0,24.39,7.32,6.1,0,0,6.1,4.88,0
R_98LEQQbG1QLjGs9.txt,1,174,16.68,5.1,43.66,14,21.75,17.82,94.83,76.44,59.2,20.11,14.37,8.05,1.15,0,2.87,2.3,5.75,13.22,8.62,0.57,10.92,13.22,3.45,8.62,3.45,25.29,5.17,3.45,5.75,4.02,0.57,1.15,36.78,0,24.71,4.6,4.6,7.47,1.15,0,8.05,0,4.02,1.72,2.3,1.15,0,1.15,0,1.15,0,0,16.09,6.9,0.57,0,0.57,1.15,4.02,9.2,0,1.72,0,2.87,0,0,0,0,5.17,1.15,0,2.3,1.72,0,2.87,0.57,0,0,0,0,0,2.3,0,1.15,1.15,1.15,0,0,0,0,0,0,8.62,5.75,0.57,0.57,3.45,2.3,0,0,2.87,6.32,3.45,0.57,0,0,0,0,0,18.39,4.6,3.45,0,0,8.62,1.72,0
R_93ghrbs9UkMfX8J.txt,1,68,1.05,48.8,89.39,41.97,22.67,10.29,95.59,79.41,64.71,16.18,10.29,4.41,4.41,0,0,1.47,5.88,11.76,2.94,0,7.35,19.12,10.29,11.76,0,29.41,10.29,2.94,5.88,5.88,0,0,36.76,2.94,19.12,5.88,1.47,4.41,2.94,0,7.35,0,1.47,1.47,0,0,0,0,0,0,0,0,10.29,1.47,0,0,0,0,1.47,8.82,0,1.47,0,0,1.47,0,0,1.47,4.41,0,0,4.41,0,0,2.94,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,11.76,8.82,1.47,0,5.88,2.94,0,0,5.88,1.47,13.24,4.41,5.88,2.94,1.47,1.47,0,5.88,4.41,1.47,0,0,0,0,0
R_2hBdnry1AtOl99m.txt,1,257,17.68,6.92,98.87,25.24,15.12,21.4,93.77,73.54,56.81,14.01,10.12,7.78,0.78,0.78,0,0.78,3.89,12.45,7,1.56,10.51,9.73,10.51,10.89,1.17,18.68,5.84,3.89,4.28,2.33,1.17,0.78,36.58,0.78,17.9,5.45,2.33,1.56,4.67,0.78,5.06,0,6.61,3.5,3.11,2.72,0.78,1.95,1.17,0.39,0,0,9.34,5.06,0.39,0,0.39,0.39,3.89,4.28,0,1.17,0,0,1.17,0,0,1.17,3.89,1.56,0,1.56,0.78,0,6.23,1.56,0.78,0,0,0,0,3.5,0.39,0.39,0.39,0,0,0,0,0,1.17,0,9.34,7.78,1.56,0.39,3.11,1.56,0,0.39,10.51,5.84,6.23,3.5,0.39,0,0,0.39,0,18.68,5.06,2.72,1.56,0,7.39,1.95,0
R_91xFvPuhzoLYe09.txt,1,136,19.42,40.06,83.69,30.21,27.2,16.18,94.12,70.59,58.09,11.76,8.82,3.68,0.74,2.94,0,1.47,2.94,13.24,7.35,0.74,9.56,8.82,9.56,11.03,3.68,17.65,3.68,2.21,7.35,2.94,3.68,0.74,29.41,0.74,18.38,5.88,0.74,2.21,5.15,1.47,5.15,0,6.62,3.68,2.94,2.21,0.74,1.47,0,1.47,0,0,11.76,2.94,0,0,1.47,0.74,0.74,8.82,0,2.21,0,0,0,0,0,0,5.88,1.47,0,2.21,2.21,0,6.62,1.47,0,0,0,0,0,5.15,0,0,0,1.47,0,0,0,0,0.74,0,14.71,5.88,0,1.47,3.68,0,0,0,5.88,0.74,5.88,3.68,0,0,0,0,0,9.56,2.94,4.41,0,0,1.47,0.74,0
R_9ysX3HF7qQg4tjz.txt,1,164,32.47,43.65,94.28,37.8,10.93,15.85,91.46,66.46,54.27,13.41,10.98,6.1,1.83,0.61,0,2.44,2.44,15.24,9.15,1.22,9.76,12.2,7.32,7.32,1.22,18.29,6.71,4.27,6.1,4.88,0.61,1.22,31.1,0.61,12.2,3.66,0.61,1.83,3.66,0,1.83,0,4.88,3.05,1.83,1.83,0,1.83,1.22,0.61,0,0,10.98,3.66,0.61,0,0,0.61,1.83,7.32,0,1.83,0,0,1.22,0,0,1.22,4.88,0.61,0,1.83,2.44,0,3.05,1.22,0,0,0,0,0,1.22,0.61,0.61,0.61,0,0,0.61,0,0,0,1.22,9.15,14.02,3.66,1.83,6.1,1.22,0.61,1.22,9.15,3.05,9.76,2.44,0.61,0,0,0.61,0,25,5.49,7.32,3.66,0,7.32,1.22,0
R_9UhzOhoJjpcAbBV.txt,1,308,26.92,22.96,41.14,1,18.12,27.6,91.88,68.51,59.42,12.66,7.47,3.57,0,0,1.95,1.62,5.19,14.94,7.47,0.65,11.04,12.01,8.44,9.09,0.97,17.53,4.55,2.27,2.92,0.65,0.97,1.3,31.49,1.3,19.16,3.9,3.25,3.9,5.19,0.97,4.22,0,3.57,0,3.57,1.3,0,0.97,0,0.97,0,0,8.77,3.25,0.32,0.32,0.32,0,1.95,5.52,0,0.65,1.62,0.32,0.32,0,0,0.32,5.19,1.95,0,2.27,1.3,0,5.84,1.95,0.32,0,0,0,0,3.9,0,0,0,0.32,0,0,0,0,2.92,0.65,6.82,7.47,1.62,1.3,4.87,0.65,0,0.65,4.87,5.19,3.57,0.97,0,0,0,0,0,12.99,5.19,4.22,0,0,1.95,1.62,0
R_4ps1aBwfiUlBGgw.txt,1,150,3.8,22.56,58.7,50.98,11.54,17.33,92,70.67,60.67,18,10.67,6.67,0.67,3.33,0,0,7.33,13.33,6,1.33,6.67,14,10,8.67,2,18.67,4,2,3.33,2,0.67,0.67,32,1.33,15.33,3.33,0.67,2,2,2.67,4.67,0,7.33,4.67,2.67,2,1.33,0.67,0,0.67,0,0,12,6,2,0.67,0.67,1.33,1.33,6,0,0,0,0,0,0,0,0,9.33,2.67,0,2.67,4,0,6.67,1.33,0,0,0,0,0,5.33,0,1.33,0,0,0,0,0,0,0,0,10,2,0,0,0.67,0,0.67,0.67,6,6.67,8,1.33,2,1.33,0,0.67,0,14.67,7.33,3.33,1.33,1.33,1.33,0,0
R_9mIfEpQTVIhg4xA.txt,1,101,61.03,2.94,97.24,4.64,20.2,18.81,93.07,74.26,57.43,9.9,6.93,6.93,0,0,0,0,2.97,15.84,11.88,0,12.87,10.89,5.94,8.91,1.98,22.77,5.94,0.99,2.97,2.97,0,0,28.71,0,14.85,4.95,0.99,3.96,2.97,0,3.96,0,3.96,0.99,2.97,0.99,0,0.99,0,0.99,0,0,8.91,6.93,0.99,0,0.99,0.99,2.97,1.98,0,1.98,0,0,0,0,0,0,4.95,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,1.98,12.87,9.9,1.98,1.98,2.97,4.95,0,0.99,11.88,6.93,3.96,0,0,0,0,0,0,6.93,4.95,0,0,0,0.99,0.99,0
R_9Z7mlqmSLzfiFhf.txt,1,159,2.66,6.91,95.84,13.49,13.25,15.09,97.48,79.87,67.3,16.98,11.95,7.55,2.52,0,0,1.89,5.03,13.84,8.81,0,6.29,11.95,13.84,11.95,2.52,22.01,3.77,1.89,3.77,3.14,0.63,0,37.74,1.26,18.24,2.52,3.77,3.14,3.14,0.63,5.66,0,4.4,1.89,2.52,0.63,0,0.63,0,0.63,0,0,11.95,6.92,0.63,0,0.63,0,5.03,5.03,0,0,0,0,0.63,0,0,0.63,5.66,0,0,2.52,3.14,0,1.89,0.63,0,0,0,0,0,1.26,0,1.26,0,0,0,0,0,0,1.89,0,8.81,5.66,0.63,2.52,3.77,0.63,0,0,8.81,8.18,10.06,2.52,0,0,0,0,0,13.21,5.66,1.89,1.89,0,3.77,0,0
R_47njEZ9mGdQQAmJ.txt,1,242,13.01,13.07,81.9,15.6,30.25,21.07,92.15,72.73,59.5,19.01,11.98,4.55,1.65,2.07,0,3.72,7.02,12.4,5.37,0.41,11.57,12.4,4.55,9.09,3.31,21.9,2.89,3.31,4.96,3.31,0.41,1.24,31.4,0,21.07,3.72,0.83,5.37,4.55,0.41,8.26,0,7.02,2.07,2.48,2.48,1.65,0.83,0,0.83,0,2.48,11.57,2.48,0,0,0.83,0.41,0.83,9.09,0,1.24,0,0,0,0,0,0,4.55,1.24,0,1.24,2.07,0,5.79,1.24,0,0,0,0,0,4.13,0.41,0.41,0.83,1.65,0,0,0,0,0,0,12.4,4.55,0,1.65,4.55,0,0,0,5.79,5.79,3.72,0.83,0.83,0.83,0,0,0,15.29,2.89,4.96,0,0.41,4.96,2.07,0
R_4Dvwp2rXBfPgWnp.txt,1,215,5.88,4.27,99,20.23,30.71,10.7,98.6,80.47,66.05,15.35,9.77,6.05,0.93,0,0,2.79,5.58,12.56,2.33,0.93,13.49,11.63,9.77,13.95,2.33,20,8.84,4.65,5.12,3.72,0.93,0.47,37.67,0,25.12,7.91,4.65,4.65,4.19,0,8.37,0.47,4.65,2.33,2.33,1.86,0.47,1.4,0,0.93,0,0,10.7,4.65,0.93,0,0.47,0.47,2.79,6.05,0,1.4,0,0,0,0,0,0,3.72,0,0,3.72,0,0,2.79,0.93,0,0,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0,10.23,9.77,0.93,0.93,6.98,0.93,0,1.4,6.98,4.19,4.65,0.47,0,0,0,0,0,5.58,3.26,2.33,0,0,0,0,0
R_97APSd1kYg20UmZ.txt,1,156,84.44,29.41,19.9,38.83,12,21.79,91.03,69.87,58.33,8.33,4.49,3.21,0,0,0,1.28,3.85,20.51,12.82,0.64,13.46,11.54,3.21,6.41,0,16.67,7.69,3.85,4.49,2.56,0.64,1.28,25.64,0,13.46,1.92,1.28,4.49,3.21,0,3.21,0,5.13,3.21,1.92,1.28,0,1.28,0,0.64,0,0,8.97,4.49,1.28,0,1.28,0,2.56,4.49,0,1.92,0,0,0.64,0.64,0,0,6.41,2.56,0,1.92,1.92,0,5.13,1.28,0,0,0,0,0,3.21,0,0,0,0,0.64,0,0,0,0,0,4.49,7.05,1.92,0.64,3.85,0,0,0.64,5.13,1.28,6.41,1.28,0,0,0,0,0,12.18,8.33,1.28,0,0,0,2.56,0
R_4Eheu30i18UxWo5.txt,1,185,22.59,71.32,87,14.33,23.13,21.08,95.14,77.3,61.62,13.51,8.65,1.62,1.62,4.32,0,1.08,4.86,14.05,9.73,0.54,9.73,11.89,8.11,10.27,2.16,19.46,7.03,3.78,3.78,2.16,1.62,0,37.84,1.62,23.78,5.95,2.16,7.03,5.41,0,5.95,0,2.7,1.08,1.62,0.54,0,0.54,0,0,0,0,11.35,2.16,0,0,0,0.54,1.62,9.19,0,0.54,0,0,0.54,0,0,0.54,5.95,1.08,0,2.7,2.16,0,2.7,0.54,0.54,0,0,0,0,1.62,0.54,0.54,1.62,0.54,0,0,0,0,0,0.54,8.11,9.19,1.08,2.16,6.49,0.54,0,0,9.19,2.7,9.19,2.16,0.54,0,0.54,0,0,13.51,4.32,2.16,0,0,3.24,3.78,0
R_4RWEXebBoYvE0NO.txt,1,167,6.52,6.52,93.22,67.39,18.56,19.16,95.21,79.64,62.87,16.17,11.38,7.19,1.2,0.6,0,2.4,4.79,12.57,7.19,0.6,7.78,11.38,10.18,11.38,2.4,20.36,7.78,3.59,4.79,2.4,1.8,0.6,34.13,1.2,22.75,4.19,0.6,4.79,5.99,1.2,6.59,0,7.19,4.79,1.8,1.8,0,1.2,0.6,0,0,0,13.17,7.19,1.2,0,0,0,3.59,5.99,0,0,0,0,0,0,0,0,5.99,0.6,0,2.99,2.4,0,2.99,0.6,0,0,0,0,0,2.4,0,0,0.6,0.6,0,0,0,0,0,0,7.78,8.38,0.6,1.2,5.39,1.2,0,0.6,6.59,5.39,4.19,2.99,0.6,0.6,0,0,0,16.17,5.39,4.19,0,0,2.99,3.59,0
R_9EAXEBJRdiCSmK3.txt,1,241,17.19,4,98.02,25.6,18.54,18.26,95.85,78.84,59.75,15.35,10.79,7.88,0.41,0.41,0,1.66,4.56,13.69,6.22,2.49,11.62,9.54,11.62,9.54,0.83,20.33,6.64,6.64,1.66,1.66,0,0,35.27,0,20.33,4.98,2.07,3.32,5.39,2.07,5.81,0.83,3.73,2.07,1.66,2.07,0.83,1.24,0,0.41,0.41,0,9.13,5.39,0.41,0,0.41,0,3.32,3.73,0,0.41,0,0,0.41,0,0,0.41,5.39,0.83,0,2.9,1.66,0,2.9,0.41,0,0,0,0,0,2.49,0,0.83,0.41,0,0,0,0,0,0,0,9.54,10.37,1.66,0.83,4.15,3.32,0,0.83,9.13,6.64,4.15,0.83,0.83,0.83,0,0,0,17.84,4.15,6.64,1.24,0,3.32,2.49,0
R_42MC2sq8D1AMHgC.txt,1,113,43.9,14.66,34.53,11.27,14.13,16.81,90.27,71.68,61.06,15.93,9.73,6.19,0,0,3.54,0,6.19,17.7,8.85,0.88,12.39,12.39,5.31,4.42,1.77,18.58,4.42,2.65,5.31,2.65,1.77,0.88,28.32,0.88,15.04,5.31,2.65,3.54,1.77,0,2.65,0,6.19,2.65,3.54,1.77,0.88,0.88,0,0.88,0,0,10.62,5.31,0.88,0,1.77,0,2.65,5.31,0,1.77,0,3.54,0,0,0,0,2.65,0,0,1.77,0.88,0,3.54,1.77,0,0,0,0,0,1.77,0,0,0,0,0.88,0,0,0,0,0,6.19,4.42,0.88,0,3.54,0,0,0,5.31,5.31,6.19,2.65,0,0,0,0,0,13.27,7.08,3.54,0,0,0,2.65,0
R_4oYj8hpyfzkL4qd.txt,1,42,7.34,16.63,56.69,3.2,14,23.81,90.48,69.05,61.9,23.81,19.05,14.29,0,0,0,4.76,4.76,14.29,9.52,0,7.14,16.67,7.14,4.76,0,23.81,0,0,2.38,2.38,0,0,30.95,0,19.05,4.76,2.38,9.52,2.38,0,0,0,2.38,0,2.38,2.38,0,2.38,0,2.38,0,0,16.67,7.14,0,0,2.38,0,2.38,9.52,0,2.38,0,0,0,0,0,0,9.52,0,0,4.76,4.76,0,2.38,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,2.38,2.38,0,0,0,2.38,0,0,9.52,9.52,0,0,0,0,0,0,0,14.29,4.76,2.38,0,0,7.14,0,0
R_4fEgJqtJj1UGFQQ.txt,1,45,77.34,86.16,4.71,20.23,7.5,13.33,86.67,71.11,53.33,11.11,11.11,2.22,0,0,4.44,2.22,0,13.33,11.11,0,15.56,6.67,8.89,6.67,0,20,6.67,2.22,6.67,4.44,0,2.22,31.11,0,17.78,6.67,4.44,0,4.44,0,2.22,0,4.44,2.22,2.22,2.22,0,2.22,0,0,0,0,22.22,6.67,0,0,0,0,6.67,13.33,2.22,2.22,0,4.44,0,0,0,0,4.44,2.22,0,2.22,0,0,2.22,0,0,0,0,0,0,2.22,0,0,0,2.22,0,0,0,0,0,0,8.89,2.22,0,0,2.22,0,0,0,0,6.67,2.22,0,0,0,0,0,0,15.56,13.33,2.22,0,0,0,0,0
R_4s5dRRD2FdMG1BY.txt,1,120,22.17,15.75,86.38,45.29,30,15.83,90,70.83,56.67,19.17,16.67,10,0.83,0.83,4.17,0,2.5,16.67,9.17,0,8.33,11.67,3.33,8.33,1.67,20,5,1.67,11.67,5.83,1.67,4.17,30.83,1.67,20.83,10,0,4.17,4.17,0.83,5.83,0,3.33,2.5,0.83,0,0,0,0,0,0,0,18.33,7.5,0.83,0.83,0.83,2.5,1.67,10.83,0,3.33,4.17,0,0,0,0,0,3.33,0.83,0,2.5,0,0,1.67,0,0,0,0,0,0,1.67,0,0.83,0,0.83,0,0,0,0,0,0,11.67,6.67,1.67,1.67,4.17,0.83,0,0,0.83,0,4.17,5,0.83,0.83,0,0,0,18.33,2.5,7.5,0,0,4.17,4.17,0
R_9FM1heUaLdVQUsx.txt,1,154,2.35,2.24,92.29,61.07,22,18.18,98.05,83.12,66.88,20.13,14.29,9.09,0,0,0,5.19,5.84,14.29,7.79,0,6.49,13.64,9.09,11.69,2.6,24.68,5.19,1.3,3.25,1.95,0.65,0.65,38.96,1.3,27.27,7.79,1.3,7.79,7.14,1.3,6.49,0,3.9,3.25,0.65,1.95,1.3,0.65,0,0,0,0,9.74,3.25,0,0,0,0,2.6,6.49,0,1.3,0,0,0,0,0,0,7.14,1.3,0,1.3,4.55,0,1.3,0,0,0,0,0,0,1.3,0,0,1.95,0,0,0,0,0,0,0,11.69,8.44,1.3,0.65,4.55,1.95,0,0,5.19,7.14,5.19,1.3,1.95,0.65,0.65,0.65,0,5.19,4.55,0.65,0,0,0,0,0
R_9i3WqkbyXzPIOUM.txt,1,107,89.52,51.2,22.84,10.86,15.29,27.1,85.05,53.27,42.99,7.48,6.54,5.61,0,0,0,0.93,0.93,14.02,11.21,0,11.21,7.48,2.8,4.67,0,9.35,6.54,0,6.54,5.61,0,0.93,20.56,0,12.15,4.67,5.61,3.74,0,0,0,0,7.48,2.8,3.74,1.87,0,0.93,0,0.93,0,0,14.02,6.54,0,0,0,0,5.61,7.48,0,4.67,0,0,0.93,0,0,0.93,10.28,1.87,0,5.61,2.8,0,7.48,1.87,0,0,0,0,0,5.61,0,0,0,0,0,0,0,0,0,0,6.54,1.87,0.93,0,0.93,0,0,0,6.54,1.87,1.87,0,0,0,0,0,0,14.02,5.61,1.87,0,0,2.8,3.74,0
R_9QRrJIoDjaTtkjA.txt,1,58,53.16,22.04,92,74.09,11.6,34.48,91.38,62.07,48.28,10.34,8.62,5.17,0,1.72,0,1.72,1.72,15.52,10.34,6.9,6.9,6.9,8.62,6.9,0,12.07,10.34,0,0,0,0,0,31.03,0,24.14,12.07,3.45,3.45,1.72,0,5.17,0,10.34,6.9,3.45,5.17,3.45,1.72,0,0,0,0,8.62,3.45,0,0,0,0,1.72,5.17,0,0,0,0,0,0,0,0,5.17,0,0,5.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,5.17,1.72,0,3.45,0,0,0,3.45,6.9,0,0,0,0,0,0,0,12.07,6.9,3.45,0,0,1.72,0,0
R_9lztR3uL6egBey2.txt,1,94,4.21,1,83.13,4.04,18.8,13.83,97.87,80.85,63.83,23.4,14.89,9.57,0,0,4.26,1.06,8.51,12.77,5.32,1.06,8.51,12.77,3.19,12.77,1.06,21.28,7.45,1.06,6.38,3.19,1.06,2.13,38.3,0,29.79,5.32,3.19,6.38,7.45,0,13.83,0,8.51,3.19,5.32,2.13,0,2.13,0,1.06,1.06,0,15.96,8.51,0,0,0,3.19,4.26,7.45,0,2.13,2.13,2.13,0,0,0,0,1.06,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38,6.38,1.06,1.06,3.19,1.06,0,0,1.06,3.19,3.19,1.06,0,0,0,0,0,9.57,5.32,4.26,0,0,0,0,0
R_9uW0SHafhi4vixt.txt,1,170,6.01,8.03,93.5,37.12,11.33,11.18,97.65,80,61.18,15.29,12.35,7.65,0,0.59,0,4.12,2.94,12.35,9.41,1.76,5.29,12.35,10,12.94,1.18,22.94,8.24,4.12,2.94,1.76,0.59,0.59,39.41,0,23.53,6.47,1.76,2.94,7.06,0.59,6.47,0,7.06,4.12,2.94,3.53,1.18,2.35,0.59,0.59,0,0,15.29,8.24,1.18,0.59,0.59,0.59,5.88,7.06,0,1.18,0,0,0,0,0,0,4.12,0.59,0,2.94,0.59,0,4.12,1.76,1.18,0,0,0,0,2.35,0,0,0,0,0,0.59,0,0,1.18,0,7.65,4.71,1.18,0,1.76,0.59,0.59,1.18,7.06,6.47,5.29,1.76,0,0,0,0,0,20,7.06,5.29,1.76,0,4.12,1.76,0
R_4mWWreCcbAYAgcr.txt,1,123,27.64,35.41,80.02,3.01,30.75,13.82,94.31,73.17,55.28,17.89,12.2,5.69,2.44,0,0,3.25,5.69,10.57,3.25,0,12.2,10.57,4.88,4.88,1.63,20.33,11.38,0.81,5.69,4.07,0,1.63,29.27,0,21.14,5.69,1.63,5.69,3.25,0.81,6.5,0,5.69,1.63,4.07,3.25,0,3.25,0,0.81,0,0,16.26,5.69,0.81,0,0.81,0,2.44,10.57,0,0,0,0,0,0,0,0,7.32,0,0,4.88,3.25,0,6.5,2.44,2.44,0,0,0,0,3.25,0,0,0,0.81,0,0,0,0,1.63,0,7.32,8.94,2.44,1.63,4.88,2.44,0,0,4.07,3.25,2.44,0,0,0,0,0,0,8.13,2.44,2.44,0,0,0,3.25,0
R_439cnIgNhLdMTUI.txt,1,163,18.84,18.45,65.03,20.23,23.29,21.47,94.48,73.62,60.74,13.5,6.13,3.68,1.23,0,0,1.23,7.36,15.34,7.36,0,8.59,14.72,7.36,7.98,0.61,23.93,5.52,1.84,3.68,2.45,0.61,0.61,31.9,0,19.02,6.13,3.07,3.68,2.45,0,6.13,0,2.45,1.23,1.23,0.61,0.61,0,0,0,0,0,8.59,3.68,0,0,0,0,2.45,4.91,0,1.23,0,0,1.23,0,0,1.23,6.75,1.23,0,4.91,0.61,0,4.91,1.23,0,0,0,0,0,3.68,0,0,0,1.84,0,0,0,0,0.61,0,8.59,4.29,1.23,0.61,2.45,0,0,0,4.91,7.36,4.91,1.84,0,0,0,0,0,9.2,4.29,4.91,0,0,0,0,0
R_9eahWs8Qec76gmd.txt,1,186,1.28,12.67,97.57,35.47,13.29,19.35,96.77,80.65,63.44,20.97,15.05,8.06,0,2.69,0,4.3,5.91,8.6,4.3,1.08,9.68,12.9,12.37,11.29,2.69,23.66,4.84,2.69,2.15,1.61,0.54,0,41.94,0.54,21.51,3.23,1.61,4.3,6.45,1.61,5.91,0,8.06,4.3,3.23,3.23,0,2.69,0.54,1.61,0,0,15.05,6.99,1.61,0,1.08,0,2.69,8.06,0,0.54,0,0,0,0,0,0,4.3,1.08,0,2.69,1.08,0,4.3,0.54,0,0,0,0,0,3.23,0.54,0.54,0.54,0.54,0,0,0,0,1.08,0,8.6,6.99,1.61,1.08,3.23,0.54,0,1.08,11.83,9.68,5.38,0,0,0,0,0,0,22.58,4.84,6.99,2.69,0,6.45,1.61,0
R_9dugL9haczQVFjn.txt,1,68,46.7,8.72,67.28,85.53,34,13.24,95.59,79.41,63.24,14.71,10.29,7.35,1.47,0,1.47,0,4.41,16.18,10.29,0,14.71,10.29,5.88,8.82,2.94,20.59,5.88,2.94,10.29,7.35,2.94,0,19.12,1.47,14.71,2.94,0,4.41,4.41,0,4.41,0,7.35,5.88,1.47,1.47,0,1.47,0,0,0,0,13.24,7.35,1.47,0,0,0,4.41,5.88,0,2.94,1.47,0,1.47,0,0,1.47,5.88,1.47,0,4.41,0,0,1.47,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,11.76,7.35,1.47,2.94,4.41,0,0,0,4.41,1.47,4.41,0,1.47,1.47,0,0,0,4.41,0,0,1.47,0,2.94,0,0
R_4qluSYSvHUIOf2k.txt,1,88,4.73,27.64,66.42,55.62,11,9.09,94.32,79.55,68.18,19.32,13.64,5.68,3.41,1.14,0,2.27,5.68,14.77,7.95,1.14,10.23,14.77,5.68,12.5,4.55,25,1.14,1.14,9.09,9.09,0,0,29.55,0,20.45,3.41,2.27,6.82,3.41,0,7.95,0,4.55,3.41,1.14,1.14,0,1.14,0,1.14,0,0,14.77,3.41,1.14,0,0,0,1.14,11.36,0,2.27,0,0,0,0,0,0,4.55,2.27,0,2.27,0,0,4.55,0,0,0,0,0,0,3.41,0,0,1.14,0,0,0,0,0,0,0,10.23,4.55,0,3.41,2.27,1.14,0,0,4.55,3.41,4.55,5.68,0,0,0,0,0,11.36,9.09,1.14,0,0,1.14,0,0
R_4SiwDEt39qYpx6u.txt,1,173,21.05,17.16,98.8,46.42,21.63,22.54,95.95,75.14,56.07,14.45,9.25,4.62,1.16,1.16,0,2.31,5.2,12.72,5.78,0,10.4,9.83,8.09,9.83,1.16,20.23,9.25,2.89,3.47,2.31,0.58,0.58,38.15,0,28.9,11.56,3.47,2.89,8.09,0.58,7.51,0,6.36,4.05,2.31,3.47,1.73,1.73,0,0,0.58,0,9.25,2.89,0.58,0,0,0,1.73,6.36,0,1.16,0,0,1.73,0,0,1.73,5.78,1.16,0,3.47,1.16,0,2.89,0.58,0,0,0,0,0,2.31,0,0,0,2.31,0,0.58,0,0,0.58,0.58,10.98,5.78,0.58,1.73,4.05,0.58,0,0,4.05,1.73,6.36,1.16,1.73,1.16,0.58,0,0,19.65,5.2,4.62,0.58,0,2.89,6.36,0
R_4EGgUEbaGhlE4RE.txt,1,217,24.16,3.26,48.93,20.23,24.11,16.59,95.85,75.12,64.52,15.67,9.68,6.91,0,0,2.3,0.46,5.99,15.21,5.53,0.46,14.29,14.29,3.69,9.68,2.3,21.66,4.61,2.3,6.45,2.76,2.3,1.38,32.72,0.92,23.5,5.53,2.3,7.37,1.84,0,6.45,0,6.45,3.23,3.23,2.3,0,2.3,0,1.84,0,0,11.52,6.45,0.92,0,1.84,0.46,2.76,5.07,0,2.3,1.84,0.46,0.92,0,0,0.92,5.07,2.3,0,2.76,0,0,4.61,0,0,0,0,0,0,4.15,0,0,0,0.92,0,0,0,0,0,0.46,8.76,4.61,0.46,0.46,2.76,0.92,0,0.46,5.53,4.15,2.3,1.38,0,0,0,0,0,5.53,4.15,0.92,0,0,0,0.46,0
