Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
R_9jGQkrcYf5X8zyV.txt,1,57,47.02,1,80.24,46.76,14.25,24.56,91.23,64.91,52.63,14.04,14.04,12.28,0,0,1.75,0,0,14.04,5.26,1.75,12.28,12.28,1.75,5.26,1.75,21.05,3.51,7.02,0,0,0,0,21.05,0,12.28,3.51,1.75,1.75,3.51,0,3.51,0,1.75,1.75,0,1.75,1.75,0,0,0,0,0,8.77,5.26,0,3.51,0,0,0,3.51,0,0,0,1.75,0,0,0,0,3.51,0,0,3.51,0,0,10.53,10.53,3.51,0,0,0,0,0,0,0,0,1.75,0,1.75,0,0,0,3.51,7.02,10.53,5.26,0,5.26,5.26,0,0,1.75,3.51,7.02,0,0,0,0,0,0,12.28,7.02,3.51,0,0,1.75,0,0
R_4iUoQNwPj2jAKyv.txt,1,47,72.91,3.21,57.41,4.04,15.67,10.64,95.74,65.96,55.32,10.64,8.51,8.51,0,0,0,0,2.13,17.02,8.51,0,14.89,10.64,2.13,8.51,0,14.89,10.64,6.38,4.26,0,0,4.26,21.28,0,21.28,6.38,2.13,6.38,6.38,0,2.13,0,2.13,0,2.13,2.13,0,2.13,0,0,0,0,2.13,2.13,0,0,0,0,0,0,0,0,0,0,4.26,0,0,4.26,6.38,0,0,6.38,0,0,8.51,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,8.51,8.51,0,2.13,6.38,2.13,0,0,0,0,0,0,0,0,0,0,0,6.38,6.38,0,0,0,0,0,0
R_9ErPXg9B4fMpOaU.txt,1,148,80.1,3.01,41.2,51.44,21.14,25.68,93.24,66.89,53.38,14.19,8.11,6.76,0,0,0,1.35,6.08,11.49,6.76,0,18.92,8.78,2.7,4.05,1.35,14.19,8.78,2.7,3.38,0,2.7,0.68,26.35,0.68,18.24,4.73,3.38,3.38,0.68,0,4.73,0,6.08,4.05,2.03,2.7,0.68,2.03,1.35,0,0,0,14.86,12.84,0,0,0,0,10.81,2.03,0,0,0,0,5.41,0,0,5.41,6.08,0.68,0,5.41,0,0,5.41,5.41,0,0,0.68,0,0,0,0,0,0,0.68,0,0,0,0,0.68,0,6.08,4.73,0,0.68,2.03,0.68,0.68,0.68,1.35,2.03,8.11,0.68,0.68,0,0.68,0,0,16.22,4.73,4.73,0,0,3.38,3.38,0
R_97CH322YiXUy0cp.txt,1,180,80.96,20.13,95.07,6.08,20,32.22,89.44,63.89,51.67,10,8.33,5.56,1.11,0,0,1.67,1.67,13.33,8.33,0,16.67,6.67,5.56,7.22,0.56,11.11,7.78,2.22,5.56,3.33,2.22,0,30,0.56,21.11,6.67,2.22,3.89,5,0,4.44,0,4.44,1.11,2.78,2.78,0.56,1.67,0.56,1.11,0,0,9.44,3.89,0,0,0,0,2.78,5.56,0,1.67,0,0,0.56,0,0,0.56,6.11,1.67,0,4.44,0.56,0,5.56,1.67,0,0.56,0,0,0,3.89,0,0,0,0.56,0,0,0,0,0.56,1.67,5,8.33,1.67,1.11,5,0,0,0.56,8.33,2.22,1.67,2.22,0,0,0,0,0,10.56,5,2.78,0,0,1.67,1.11,0
R_9PvWDImxOitPjFi.txt,1,52,21.6,1,81.58,79.29,26,26.92,94.23,67.31,53.85,19.23,17.31,15.38,0,0,0,1.92,1.92,17.31,5.77,0,7.69,11.54,3.85,5.77,0,19.23,7.69,1.92,5.77,1.92,0,3.85,26.92,0,23.08,7.69,1.92,5.77,3.85,0,3.85,0,9.62,5.77,1.92,3.85,0,1.92,1.92,0,0,0,11.54,9.62,0,0,0,0,3.85,1.92,0,0,0,0,0,0,0,0,9.62,0,0,9.62,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,1.92,0,0,1.92,0,0,0,0,7.69,3.85,0,0,0,0,0,0,5.77,3.85,1.92,0,0,0,0,0
R_4iOlrUy7IyRo5DX.txt,1,160,15.41,1.71,45.52,20.23,17.78,18.13,92.5,72.5,57.5,16.88,12.5,9.38,0,0,2.5,0.63,4.38,14.37,6.25,0,9.38,14.37,5.63,6.88,1.87,23.75,3.75,4.37,4.38,0,3.13,1.25,28.75,0,22.5,2.5,1.88,8.75,6.88,0,4.37,0,1.25,0.63,0.63,1.25,0.63,0.63,0,0,0,0,7.5,3.75,0.63,1.88,0,0,1.25,3.13,0,0,0,2.5,0,0,0,0,5.63,0,0,5,0.63,0,5.63,5,0,0,0,0,0,0,0,0,1.25,3.13,1.88,0,0,0,0,0.63,7.5,8.13,0,1.88,6.25,0.63,0,0,4.38,1.25,3.13,0.63,0,0,0,0,0,13.13,5,5.63,0.63,0,1.88,0,0
R_4rVmGuGDOlDTrA8.txt,1,203,39.13,8.64,33.44,7.12,11.94,27.09,83.74,59.61,44.33,12.81,9.36,5.42,0,0,1.97,1.97,3.45,13.3,3.94,0.99,10.34,10.34,3.94,5.91,1.48,18.72,8.87,3.45,1.48,0.49,0,0.99,24.14,0,14.29,3.45,1.97,1.48,1.97,0.49,5.91,0.49,3.45,0.99,2.46,1.97,0,1.97,1.97,0,0,0,14.78,9.36,0,0,0,0,7.39,5.42,0,0,0,1.97,4.43,0,0,4.43,2.96,0,0,2.96,0,0,6.9,5.91,0.49,0,0,0,0,0,0,0.49,0,1.48,0,0.49,0,0,1.97,0.99,3.94,5.42,1.48,0,1.97,1.97,0.99,0,2.46,1.48,7.39,2.96,0.49,0,0,0.49,0,23.15,7.39,3.45,1.48,0,4.43,6.4,0
R_49uZMYwK4FPR2Jv.txt,1,121,55.07,6.74,99,20.23,24.2,28.1,89.26,66.12,51.24,12.4,7.44,5.79,0,0,0,0.83,4.96,11.57,5.79,0,13.22,10.74,4.13,6.61,0,19.01,6.61,0.83,0.83,0,0,0.83,34.71,0,22.31,9.92,4.13,1.65,4.13,0.83,5.79,0,3.31,1.65,1.65,0.83,0,0.83,0.83,0,0,0,7.44,4.13,0,0.83,0,0,2.48,3.31,0,0,0,0,0,0,0,0,3.31,0,0,3.31,0,0,2.48,2.48,0,1.65,0,0,0,0,0,0,0,1.65,0,0,0,0,0,1.65,5.79,9.09,0.83,0,4.96,1.65,0,0.83,7.44,1.65,5.79,3.31,0,0,0,0,0,9.09,4.13,3.31,0,0,0,1.65,0
R_9UflZdQoAT9DJQ4.txt,1,97,24.23,28.7,73.92,20.23,32.33,21.65,85.57,69.07,53.61,13.4,11.34,7.22,0,0,0,3.09,2.06,13.4,4.12,1.03,10.31,10.31,6.19,10.31,0,18.56,7.22,2.06,4.12,2.06,1.03,1.03,27.84,0,17.53,6.19,6.19,3.09,3.09,1.03,1.03,0,2.06,1.03,1.03,1.03,0,1.03,1.03,0,0,0,12.37,6.19,0,3.09,0,0,3.09,6.19,1.03,1.03,0,0,3.09,0,0,3.09,0,0,0,0,0,0,4.12,3.09,0,0,0,0,0,0,0,0,0,1.03,0,0,0,1.03,0,0,7.22,6.19,2.06,1.03,2.06,1.03,0,0,7.22,1.03,5.15,1.03,0,0,0,0,0,11.34,3.09,6.19,0,0,2.06,0,0
R_9Cwy2vDo2WFQ4Zc.txt,1,112,51.48,2.31,54.55,1,18.67,19.64,88.39,69.64,56.25,14.29,8.93,8.04,0.89,0,0,0,5.36,17.86,10.71,0,9.82,9.82,5.36,7.14,0,15.18,8.04,2.68,1.79,0.89,0,0.89,25,0,17.86,1.79,4.46,3.57,6.25,0,5.36,0,5.36,0.89,4.46,3.57,0,3.57,1.79,0,0,0,3.57,2.68,0,0,0,0,1.79,0.89,0,0,0,0,0.89,0,0,0.89,4.46,0,0,3.57,0.89,0,6.25,5.36,0.89,0,0,0,0,0,0,0,0,0.89,0,0,0,0,2.68,0.89,4.46,6.25,0,0,5.36,0,0,0.89,1.79,1.79,4.46,0,0,0,0,0,0,8.93,4.46,0.89,0.89,0,0,2.68,0
R_9onXY2s2JyVJbhv.txt,1,10,1,1,98.38,,10,10,100,80,60,30,30,30,0,0,0,0,0,10,0,0,0,30,0,10,0,30,20,0,10,10,0,0,40,0,40,10,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_410cYNjEF8U3sUw.txt,1,56,1,1,15.38,5.5,11.2,3.57,100,83.93,64.29,32.14,17.86,12.5,0,0,5.36,0,14.29,14.29,3.57,0,3.57,16.07,3.57,10.71,3.57,30.36,5.36,0,0,0,0,0,33.93,0,21.43,1.79,1.79,5.36,12.5,0,7.14,0,1.79,0,1.79,0,0,0,0,0,0,0,12.5,7.14,0,0,0,0,7.14,5.36,0,0,0,5.36,0,0,0,0,1.79,0,0,1.79,0,0,10.71,8.93,0,0,0,0,0,0,0,0,0,5.36,0,0,0,0,3.57,0,8.93,0,0,0,0,0,0,0,1.79,0,12.5,3.57,1.79,0,1.79,0,0,26.79,8.93,8.93,0,0,7.14,1.79,0
R_4urgxvgc132zoCi.txt,1,76,1,1,98.55,20.23,19,14.47,94.74,77.63,61.84,21.05,17.11,17.11,0,0,0,0,3.95,7.89,1.32,0,9.21,15.79,10.53,10.53,1.32,25,6.58,6.58,3.95,2.63,0,1.32,40.79,1.32,28.95,3.95,1.32,9.21,6.58,3.95,6.58,0,2.63,1.32,1.32,0,0,0,0,0,0,0,9.21,7.89,0,2.63,0,0,2.63,1.32,0,0,0,0,1.32,0,0,1.32,1.32,0,0,1.32,0,0,1.32,1.32,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,1.32,13.16,5.26,0,1.32,5.26,0,0,0,5.26,3.95,2.63,1.32,0,0,0,0,0,9.21,5.26,0,0,0,3.95,0,0
R_9NVmMfCzK0yrrZn.txt,1,176,60.45,1.39,85.15,20.23,19.56,26.14,92.05,71.59,59.09,13.07,7.39,6.25,0,0,0,1.14,5.68,15.34,11.36,0.57,11.36,10.8,3.41,7.39,1.14,15.91,8.52,3.41,1.7,0,1.14,0.57,28.98,0.57,16.48,3.41,1.7,1.7,4.55,0.57,6.82,0,1.14,0.57,0.57,0,0,0,0,0,0,0,6.25,5.11,0,0,0,0,2.27,1.14,0,0,0,0,0.57,0,0,0.57,4.55,0,0,4.55,0,0,5.11,5.11,0,0,0,0,0,0,0,1.7,0,2.27,0,0,0,0,1.7,0,6.25,5.11,1.14,0,3.98,0,0,0,5.11,1.7,3.98,5.11,0,0,0,0,0,10.23,5.11,3.98,0,0,0.57,0.57,0
R_4PStGe5Wwc9r9wn.txt,1,318,16.21,1,97.47,20.23,14.45,16.35,90.57,72.96,53.77,18.87,13.84,11.64,0,0,0.94,0.63,5.03,10.69,5.66,0.63,9.75,10.38,4.09,9.75,1.89,20.13,7.55,3.46,2.83,0.94,0.31,1.57,32.7,0.31,18.87,3.77,2.52,2.2,6.6,0.63,6.6,0,3.14,1.57,1.57,0.94,0.31,0.63,0.31,0,0,0,9.75,6.92,0,0.63,0.31,0.31,3.77,2.83,0,0.31,0,0.94,1.26,0.31,0,0.94,1.89,0,0,1.89,0,0,3.77,2.52,0,0,0,0,0,0,0,0,0.94,0.94,0,0.63,0,0,1.26,1.26,6.6,9.12,1.26,0.63,5.03,1.89,0.31,0.63,4.4,4.09,6.6,1.89,1.26,0.94,0,0.31,0,20.75,6.6,5.03,0.94,0,5.97,2.2,0
R_9Y5jqFKG2qMXrMH.txt,1,263,24.04,6.55,64.4,20.23,16.44,22.05,88.59,66.54,50.57,14.45,8.37,5.7,0,0.38,0.38,1.52,6.08,10.27,3.04,0.76,11.41,9.89,7.22,7.6,1.14,17.49,7.22,3.42,2.28,1.14,0,1.14,30.04,0.38,19.39,3.42,1.52,3.04,6.84,1.14,6.08,0,3.8,1.9,1.9,1.52,0,1.52,1.14,0,0,0,10.27,6.08,0,0.38,0,0.38,3.8,4.18,0,0,0,0.38,1.9,0,0,1.9,3.8,0,0,3.8,0,0,4.56,3.42,0.38,0,0,0,0,0,0,0,0.76,0.76,0,0,0,0,2.28,1.14,7.98,9.13,2.28,1.14,3.42,3.04,0.38,0,3.8,2.66,6.84,0.38,1.14,1.14,0,0,0,17.49,3.04,4.94,3.04,0,3.04,3.42,0
R_9zVyPAZgzVC56Yp.txt,1,116,2.62,1,26.47,60.88,23.2,15.52,93.1,76.72,62.93,23.28,12.07,9.48,0,0,1.72,0.86,11.21,18.1,5.17,1.72,3.45,11.21,3.45,12.07,0.86,19.83,6.9,2.59,4.31,0.86,1.72,1.72,25.86,0,15.52,0.86,0.86,3.45,6.03,0.86,6.9,0,4.31,3.45,0.86,0.86,0,0.86,0,0.86,0,0,12.07,8.62,0.86,0,0.86,0,5.17,3.45,0,0,0,2.59,2.59,0,0,2.59,4.31,0,0,4.31,0,0,7.76,6.9,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0.86,0,5.17,2.59,0.86,0,0.86,0,0,0.86,1.72,3.45,6.9,0,0,0,0,0,0,6.9,4.31,1.72,0,0,0,0.86,0
R_41tqrr81pmslC2o.txt,1,186,16.19,1.78,90.26,20.23,18.6,19.89,91.94,73.66,57.53,15.05,11.29,8.06,0,0,1.08,1.61,3.76,10.22,5.38,0.54,12.9,10.75,9.68,10.75,1.61,22.58,4.84,3.23,4.3,2.15,0.54,1.61,36.56,0.54,26.88,5.38,2.15,5.91,9.68,1.08,7.53,0,2.15,1.08,1.08,0.54,0,0.54,0.54,0,0,0,13.44,8.6,0.54,2.15,0,0,5.38,4.84,0.54,0.54,0,1.08,0,0,0,0,1.61,0,0,1.08,0.54,0,3.23,2.69,0,0,0,0,0,0,0,0,1.08,0,0,0.54,0,0,1.08,1.61,5.91,11.29,3.23,1.08,5.38,2.15,1.08,0,4.84,3.76,4.84,0.54,0,0,0,0,0,17.74,4.84,3.23,0.54,0,6.99,2.15,0
R_9ncGoQdVn4dUlmm.txt,1,191,9.28,1.38,62.64,61.4,14.69,15.18,90.05,72.77,56.54,17.8,10.99,7.85,0,0,1.05,1.57,6.81,10.47,4.19,0,10.47,10.99,6.81,11.52,1.57,20.42,7.85,1.57,3.66,1.57,2.09,0,30.37,0,21.47,4.19,1.57,4.19,7.85,0,6.81,0,5.24,3.66,1.05,2.09,0.52,1.05,1.05,0,0,0,10.47,7.33,0,0.52,0,1.05,3.66,3.14,0,0,0,1.05,2.62,0,0,2.62,1.57,0,0,1.57,0,0,3.14,2.62,0,0,0,0,0,0,0,1.05,1.05,2.09,0,0,0,0,0.52,0,7.33,6.81,1.05,0,2.62,2.62,0,0,3.66,2.09,5.76,1.57,0,0,0,0,0,14.14,6.81,2.62,0,0,4.19,0.52,0
R_4Etpbd36eElVfi7.txt,1,127,11.67,4.72,84.11,31.01,25.4,20.47,94.49,77.95,62.99,18.9,12.6,7.09,0,0,0,4.72,6.3,13.39,7.09,0,11.02,9.45,6.3,14.96,0.79,21.26,3.94,1.57,3.15,2.36,0.79,0.79,32.28,0,25.98,6.3,3.15,4.72,8.66,0,9.45,0,3.94,2.36,1.57,1.57,0,1.57,0.79,0.79,0,0,15.75,7.87,0,0,0.79,0,5.51,7.87,0.79,0.79,0,0,0,0,0,0,3.94,0,0,3.94,0,0,5.51,5.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87,5.51,0,0.79,0.79,2.36,0,1.57,3.94,2.36,3.15,0.79,0.79,0.79,0,0,0,9.45,3.94,4.72,0,0,0.79,0,0
R_9YXG5Y4dTM4mSn2.txt,1,145,26.54,2.21,67.94,20.23,29,24.14,91.72,66.9,53.79,13.1,8.28,5.52,0,0,0.69,2.07,4.83,16.55,8.97,0,5.52,10.34,2.76,12.41,0.69,19.31,4.83,2.07,2.76,1.38,0,1.38,29.66,0,21.38,3.45,1.38,4.14,5.52,0.69,8.28,0,4.83,2.07,2.07,0.69,0,0,0,0,0,0,12.41,9.66,2.07,0,0.69,1.38,6.21,2.76,0,0,0,0.69,2.76,0.69,0,2.07,2.07,0,0,2.07,0,0,4.83,4.83,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,2.76,0.69,4.83,6.9,1.38,0.69,3.45,1.38,0,0.69,4.14,1.38,4.83,0,0,0,0,0,0,11.03,4.83,5.52,0,0,0.69,0,0
R_4d0qm12JJ7lAD6Z.txt,1,84,56.86,12.55,64.98,20.23,21,27.38,90.48,69.05,59.52,11.9,9.52,9.52,0,0,0,0,2.38,17.86,7.14,1.19,17.86,7.14,8.33,11.9,0,15.48,2.38,1.19,8.33,4.76,2.38,1.19,26.19,0,20.24,7.14,2.38,5.95,4.76,0,1.19,0,3.57,1.19,1.19,1.19,0,0,0,0,0,0,7.14,2.38,0,0,1.19,1.19,1.19,4.76,2.38,2.38,0,0,0,0,0,0,1.19,0,0,1.19,0,0,5.95,4.76,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,1.19,8.33,7.14,0,0,4.76,1.19,0,1.19,3.57,1.19,1.19,0,0,0,0,0,0,5.95,3.57,1.19,0,0,0,1.19,0
R_41Ba1as7ba32vsJ.txt,1,151,24.11,1.66,48.26,20.23,30.2,18.54,92.05,76.16,59.6,17.22,9.93,8.61,0,0.66,0.66,0,7.28,11.92,3.31,0,14.57,8.61,7.28,7.95,2.65,18.54,6.62,5.96,2.65,1.99,0,0.66,24.5,0.66,21.85,2.65,0.66,4.64,8.61,1.32,6.62,0,2.65,1.32,1.32,1.32,0.66,0.66,0.66,0,0,0,9.93,5.3,0.66,0.66,0,0,1.99,4.64,0.66,0.66,0,1.99,1.99,0,0,1.99,1.32,0,0,1.32,0,0,2.65,2.65,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,9.27,7.95,1.32,1.32,3.31,1.99,0,0,0.66,1.99,1.32,0.66,0,0,0,0,0,7.28,3.31,1.99,0,0,1.32,0.66,0
